,rank,frequency,lemma
2109,2232,31.27,機器
2110,2233,31.25,死亡
2111,2234,31.25,設ける
2112,2235,31.25,捜査
2113,2236,31.25,分の
2114,2237,31.24,祭
2115,2238,31.22,載る
2116,2239,31.21,受け取る
2117,2240,31.19,ボランティア
2118,2241,31.19,説
2119,2242,31.18,ホーム
2120,2243,31.15,某
2121,2244,31.15,抱く
2122,2245,31.13,ネ
2123,2246,31.13,ぜ
2124,2247,31.12,理想
2125,2248,31.09,天気
2126,2249,31.08,止まる
2127,2250,31.07,当局
2128,2251,31.07,書籍
2129,2252,31.07,挨拶
2130,2253,31.06,バイト
2131,2254,31.05,ガス
2132,2255,31.05,受験
2133,2256,31.03,オレ
2134,2257,31.02,観察
2135,2258,30.97,もう一度
2136,2259,30.96,要因
2137,2260,30.96,促進
2138,2261,30.93,それでは
2139,2262,30.86,税金
2140,2263,30.84,異常
2141,2264,30.81,無事
2142,2265,30.8,合意
2143,2266,30.78,戦う
2144,2267,30.76,統計
2145,2268,30.75,渡る
2146,2269,30.67,キー
2147,2270,30.66,たる
2148,2271,30.66,服
2149,2272,30.65,領域
2150,2273,30.65,不可能
2151,2274,30.64,普及
2152,2275,30.62,周囲
2153,2276,30.62,お前
2154,2277,30.6,見事
2155,2278,30.6,一切
2156,2279,30.59,素材
2157,2280,30.54,新規
2158,2281,30.53,児童
2159,2282,30.51,後ろ
2160,2283,30.51,自民党
2161,2284,30.5,把握
2162,2285,30.5,前後
2163,2286,30.49,又は
2164,2287,30.45,リリース
2165,2288,30.42,経つ
2166,2289,30.42,権力
2167,2290,30.41,細かい
2168,2291,30.41,趣旨
2169,2292,30.38,やや
2170,2293,30.3,女子
2171,2295,30.27,予測
2172,2296,30.27,自衛隊
2173,2298,30.25,オリジナル
2174,2299,30.24,びっくり
2175,2300,30.24,常識
2176,2301,30.23,辰
2177,2302,30.22,すっかり
2178,2303,30.22,いよいよ
2179,2304,30.2,出会い
2180,2305,30.2,緊張
2181,2307,30.17,ねえ
2182,2308,30.16,沢山
2183,2309,30.15,職
2184,2310,30.14,博士
2185,2312,30.11,返す
2186,2313,30.11,教科書
2187,2314,30.08,先週
2188,2315,30.07,近づく
2189,2316,30.06,がち
2190,2317,30.06,問い合わせ
2191,2318,30.05,２月
2192,2319,30.03,朝鮮
2193,2320,30.03,余裕
2194,2321,30.03,代わり
2195,2322,30.03,品質
2196,2323,30.02,太陽
2197,2324,29.99,とく
2198,2325,29.99,勤務
2199,2326,29.98,テキスト
2200,2327,29.98,水準
2201,2328,29.96,作り
2202,2329,29.96,意図
2203,2330,29.96,公務員
2204,2331,29.95,復活
2205,2332,29.95,用語
2206,2333,29.94,進行
2207,2334,29.92,近所
2208,2335,29.91,育つ
2209,2336,29.89,程
2210,2337,29.88,無駄
2211,2338,29.87,入り
2212,2339,29.85,講師
2213,2340,29.85,桜
2214,2341,29.81,占める
2215,2342,29.81,郵便
2216,2343,29.79,パワー
2217,2344,29.79,候補
2218,2345,29.77,気付く
2219,2346,29.77,指示
2220,2347,29.75,留学
2221,2348,29.72,いくつ
2222,2349,29.71,ミス
2223,2350,29.71,返事
2224,2351,29.68,物価
2225,2352,29.68,創造
2226,2353,29.67,直す
2227,2354,29.66,覆る
2228,2355,29.64,統一
2229,2356,29.62,たび
2230,2358,29.58,辺
2231,2359,29.58,暮らす
2232,2360,29.58,致す
2233,2361,29.58,テーブル
2234,2362,29.56,苦労
2235,2363,29.54,漫画
2236,2364,29.5,進化
2237,2365,29.5,飛行機
2238,2366,29.49,マガジン
2239,2367,29.49,手術
2240,2368,29.45,み
2241,2369,29.45,リーグ
2242,2370,29.42,それとも
2243,2371,29.41,ツアー
2244,2372,29.41,見解
2245,2373,29.39,連合
2246,2374,29.36,ホント
2247,2375,29.36,貿易
2248,2376,29.34,発想
2249,2377,29.33,静か
2250,2378,29.31,経過
2251,2379,29.31,いきなり
2252,2380,29.3,専用
2253,2381,29.29,停止
2254,2382,29.28,食う
2255,2383,29.28,隠す
2256,2384,29.26,クリスマス
2257,2385,29.26,化学
2258,2386,29.23,院
2259,2387,29.22,番目
2260,2388,29.22,事前
2261,2389,29.22,ラン
2262,2390,29.19,匹
2263,2391,29.19,災害
2264,2392,29.17,ピアノ
2265,2393,29.16,連携
2266,2394,29.16,信用
2267,2395,29.15,増やす
2268,2396,29.14,優れる
2269,2397,29.12,狭い
2270,2398,29.11,両親
2271,2399,29.06,悲しい
2272,2400,28.98,高度
2273,2401,28.97,熱い
2274,2402,28.95,宣伝
2275,2403,28.95,症
2276,2404,28.92,支払う
2277,2405,28.9,迷惑
2278,2406,28.89,切れる
2279,2407,28.86,砲
2280,2408,28.85,主要
2281,2409,28.85,オーストラリア
2282,2410,28.85,辛い
2283,2411,28.84,配信
2284,2412,28.84,ゴール
2285,2413,28.83,確立
2286,2414,28.79,統合
2287,2415,28.78,コンサート
2288,2416,28.78,謎
2289,2417,28.77,時半
2290,2418,28.77,何故
2291,2419,28.77,げ
2292,2420,28.76,ノート
2293,2421,28.75,それなり
2294,2422,28.74,ニューヨーク
2295,2423,28.72,物理
2296,2424,28.72,８月
2297,2425,28.66,恋
2298,2426,28.65,ストーリー
2299,2427,28.64,ゼロ
2300,2428,28.64,笑顔
2301,2429,28.64,熱
2302,2430,28.63,自動
2303,2431,28.62,圏
2304,2432,28.6,メモ
2305,2433,28.6,アドバイス
2306,2434,28.58,知的
2307,2435,28.56,男女
2308,2436,28.55,よろしく
2309,2437,28.52,緊急
2310,2438,28.51,気に入る
2311,2439,28.49,動作
2312,2440,28.47,輸出
2313,2441,28.45,落ち着く
2314,2442,28.42,かわいい
2315,2443,28.42,先輩
2316,2444,28.41,通じる
2317,2445,28.39,本格
2318,2446,28.36,合併
2319,2447,28.36,すら
2320,2448,28.36,反省
2321,2449,28.3,像
2322,2450,28.3,中身
2323,2451,28.29,すばらしい
2324,2452,28.29,製作
2325,2453,28.28,サン
2326,2454,28.28,牛
2327,2455,28.27,診断
2328,2456,28.25,要望
2329,2457,28.23,ストレス
2330,2458,28.23,工業
2331,2459,28.21,ボタン
2332,2460,28.2,アン
2333,2461,28.18,試す
2334,2462,28.13,うる
2335,2463,28.13,ますます
2336,2464,28.12,崩壊
2337,2465,28.12,真実
2338,2466,28.12,去る
2339,2467,28.11,プレー
2340,2468,28.11,適当
2341,2469,28.08,国立
2342,2470,28.06,貼る
2343,2471,28.05,珍しい
2344,2472,28.03,計
2345,2473,28.01,喜び
2346,2474,28.0,石油
2347,2475,27.98,大幅
2348,2476,27.98,自治体
2349,2477,27.96,をもって
2350,2478,27.96,せっかく
2351,2479,27.95,天
2352,2480,27.94,ブッシュ
2353,2481,27.94,だめ
2354,2482,27.93,貢献
2355,2483,27.92,眺める
2356,2484,27.92,配慮
2357,2485,27.92,ごろ
2358,2486,27.91,サイド
2359,2487,27.89,若干
2360,2488,27.88,スペース
2361,2489,27.87,つい
2362,2490,27.87,主催
2363,2491,27.87,書類
2364,2492,27.87,きょう
2365,2493,27.87,韓
2366,2494,27.85,調子
2367,2495,27.85,ミサイル
2368,2496,27.84,き
2369,2497,27.83,単語
2370,2498,27.81,パリ
2371,2499,27.79,渡す
2372,2500,27.77,表情
2373,2501,27.76,基地
2374,2502,27.76,速い
2375,2503,27.75,気がつく
2376,2504,27.75,ホール
2377,2505,27.74,駐車
2378,2506,27.73,比較的
2379,2507,27.73,ガラス
2380,2508,27.72,景気
2381,2509,27.71,世間
2382,2510,27.69,え
2383,2511,27.68,植物
2384,2512,27.68,カー
2385,2513,27.68,あり方
2386,2514,27.68,単なる
2387,2515,27.63,セ
2388,2516,27.63,楽しめる
2389,2517,27.62,戦い
2390,2518,27.62,自治
2391,2519,27.6,限界
2392,2520,27.6,ベスト
2393,2521,27.59,トイレ
2394,2522,27.59,ただいま
2395,2523,27.57,抜く
2396,2524,27.57,反映
2397,2525,27.57,転換
2398,2526,27.56,美
2399,2527,27.56,タイム
2400,2528,27.56,形態
2401,2529,27.54,振る
2402,2530,27.54,状
2403,2531,27.53,嫌い
2404,2532,27.52,奴
2405,2533,27.51,感染
2406,2534,27.49,逃げる
2407,2535,27.46,根拠
2408,2536,27.46,こうして
2409,2537,27.45,原稿
2410,2538,27.43,イエス
2411,2539,27.42,そろそろ
2412,2540,27.41,相場
2413,2541,27.4,抜ける
2414,2542,27.39,合格
2415,2543,27.39,記載
2416,2544,27.38,お母さん
2417,2545,27.36,狙う
2418,2546,27.33,地図
2419,2547,27.33,人達
2420,2548,27.32,ダウンロード
2421,2549,27.32,大学院
2422,2551,27.3,拒否
2423,2552,27.28,腕
2424,2553,27.27,はい
2425,2554,27.26,あう
2426,2555,27.26,遅れる
2427,2556,27.25,鈴木
2428,2557,27.23,最低
2429,2558,27.2,微妙
2430,2559,27.2,見方
2431,2560,27.19,結ぶ
2432,2561,27.17,最
2433,2562,27.17,下げる
2434,2563,27.12,削減
2435,2565,27.11,青年
2436,2566,27.11,我が国
2437,2567,27.1,助ける
2438,2568,27.1,役立つ
2439,2569,27.1,しかしながら
2440,2570,27.08,つぶやき
2441,2571,27.06,劇場
2442,2572,27.06,向く
2443,2573,27.05,強調
2444,2574,27.03,要するに
2445,2575,27.0,防衛
2446,2576,26.98,ロンドン
2447,2577,26.96,世界中
2448,2578,26.96,初期
2449,2579,26.96,ホ
2450,2580,26.94,機構
2451,2581,26.93,どうやら
2452,2582,26.9,床
2453,2583,26.89,真剣
2454,2584,26.86,おすすめ
2455,2585,26.86,講義
2456,2586,26.85,術
2457,2587,26.83,対処
2458,2588,26.83,隊
2459,2589,26.83,読める
2460,2590,26.82,実質
2461,2591,26.79,貴重
2462,2592,26.79,メートル
2463,2593,26.78,もしくは
2464,2594,26.77,収集
2465,2596,26.74,工夫
2466,2597,26.74,大手
2467,2598,26.73,じゃあ
2468,2599,26.72,諸国
2469,2600,26.7,幅
2470,2601,26.7,蠅
2471,2602,26.7,そば
2472,2603,26.68,迫る
2473,2604,26.68,監視
2474,2605,26.67,リーダー
2475,2606,26.66,認定
2476,2607,26.66,必ずしも
2477,2608,26.66,文庫
2478,2609,26.65,サーバー
2479,2610,26.61,各種
2480,2611,26.61,節
2481,2612,26.59,福岡
2482,2613,26.57,肩
2483,2614,26.57,反
2484,2615,26.56,すると
2485,2616,26.56,券
2486,2617,26.53,意外
2487,2618,26.47,帰り
2488,2619,26.47,容疑
2489,2620,26.47,命令
2490,2621,26.47,明治
2491,2622,26.46,向こう
2492,2623,26.46,根本
2493,2624,26.45,重視
2494,2625,26.44,ワン
2495,2626,26.41,時々
2496,2627,26.41,指
2497,2628,26.38,依存
2498,2629,26.37,医学
2499,2630,26.36,手続
2500,2631,26.36,けっこう
2501,2632,26.33,株主
2502,2633,26.33,プラス
2503,2634,26.32,行ける
2504,2635,26.3,刺激
2505,2636,26.28,合理
2506,2637,26.27,中間
2507,2638,26.26,鉄道
2508,2639,26.25,ゆ
2509,2640,26.23,従う
2510,2641,26.23,暗い
2511,2642,26.19,入手
2512,2643,26.19,才
2513,2644,26.19,名古屋
2514,2645,26.18,叫ぶ
2515,2646,26.18,めぐる
2516,2647,26.16,現
2517,2648,26.16,こんにちは
2518,2649,26.16,注
2519,2650,26.1,組む
2520,2651,26.08,相
2521,2652,26.05,ロー
2522,2653,26.04,印刷
2523,2654,26.02,帰国
2524,2655,26.01,発揮
2525,2656,25.99,市町村
2526,2657,25.98,何らかの
2527,2658,25.96,規則
2528,2659,25.93,賃金
2529,2660,25.93,一致
2530,2661,25.91,バージョン
2531,2662,25.91,奥
2532,2663,25.89,マーケティング
2533,2664,25.87,主体
2534,2665,25.87,トラブル
2535,2666,25.86,原告
2536,2667,25.86,経る
2537,2668,25.84,部長
2538,2669,25.83,習慣
2539,2670,25.83,筆者
2540,2671,25.81,以内
2541,2672,25.81,だり
2542,2673,25.79,カナダ
2543,2674,25.78,校
2544,2675,25.74,ロック
2545,2676,25.74,模様
2546,2677,25.72,日曜日
2547,2678,25.72,目立つ
2548,2679,25.7,速度
2549,2680,25.69,焼く
2550,2681,25.69,外部
2551,2682,25.68,抵抗
2552,2683,25.68,各国
2553,2684,25.68,重ねる
2554,2685,25.64,かねる
2555,2686,25.62,ワールドカップ
2556,2687,25.62,会見
2557,2688,25.61,定期
2558,2689,25.57,市内
2559,2690,25.57,混乱
2560,2691,25.51,医者
2561,2692,25.51,自殺
2562,2693,25.47,都合
2563,2694,25.46,幸い
2564,2695,25.45,検証
2565,2696,25.44,概要
2566,2697,25.44,温泉
2567,2698,25.43,ジョン
2568,2699,25.43,参る
2569,2700,25.42,神様
2570,2701,25.4,漢字
2571,2702,25.38,ごく
2572,2703,25.38,踏まえる
2573,2704,25.38,役に立つ
2574,2705,25.38,杯
2575,2706,25.37,レース
2576,2707,25.37,ご飯
2577,2708,25.36,さっき
2578,2709,25.36,賛成
2579,2710,25.32,緑
2580,2711,25.3,迷う
2581,2712,25.29,民主党
2582,2713,25.28,欧州
2583,2714,25.27,帰宅
2584,2715,25.25,城
2585,2716,25.25,シーズン
2586,2717,25.25,筋
2587,2718,25.23,たとえ
2588,2719,25.23,天皇
2589,2720,25.21,前半
2590,2721,25.18,ともかく
2591,2722,25.18,重大
2592,2723,25.17,流
2593,2724,25.12,ゴルフ
2594,2725,25.1,ユーザ
2595,2726,25.1,題
2596,2727,25.09,録音
2597,2728,25.09,運
2598,2729,25.04,必須
2599,2730,25.03,林
2600,2731,25.02,不満
2601,2732,25.02,可愛い
2602,2733,25.02,流通
2603,2734,25.0,我が家
2604,2735,24.99,扱い
2605,2736,24.97,重
2606,2737,24.96,原理
2607,2738,24.95,比
2608,2739,24.94,嘘
2609,2740,24.94,多
2610,2741,24.94,株価
2611,2742,24.91,想定
2612,2743,24.88,手続き
2613,2744,24.84,要請
2614,2745,24.83,楽器
2615,2746,24.82,詩
2616,2747,24.81,村上
2617,2748,24.8,容易
2618,2749,24.79,廃止
2619,2750,24.76,魂
2620,2751,24.76,綺麗
2621,2752,24.75,イスラエル
2622,2753,24.74,今月
2623,2754,24.72,亡くなる
2624,2755,24.72,興味深い
2625,2756,24.71,滞在
2626,2757,24.7,いったい
2627,2758,24.7,上手い
2628,2759,24.7,各地
2629,2760,24.69,従業
2630,2761,24.68,伸びる
2631,2762,24.65,読書
2632,2763,24.65,確定
2633,2764,24.62,合計
2634,2765,24.61,浮かぶ
2635,2766,24.59,ヒット
2636,2768,24.59,モード
2637,2769,24.59,しょう
2638,2770,24.58,タクシー
2639,2771,24.55,発信
2640,2772,24.52,済む
2641,2773,24.51,振り返る
2642,2774,24.48,執行
2643,2775,24.48,連載
2644,2776,24.47,香り
2645,2777,24.45,フル
2646,2778,24.43,恐怖
2647,2779,24.43,思い出
2648,2780,24.43,日経
2649,2781,24.43,主人
2650,2782,24.41,一瞬
2651,2783,24.41,老人
2652,2784,24.4,頁
2653,2785,24.4,薄い
2654,2786,24.39,当日
2655,2787,24.38,早速
2656,2788,24.38,備える
2657,2789,24.36,関西
2658,2790,24.33,赤い
2659,2791,24.33,神戸
2660,2792,24.31,時計
2661,2793,24.26,割合
2662,2794,24.25,正式
2663,2795,24.24,はいる
2664,2796,24.23,カラー
2665,2797,24.23,出場
2666,2798,24.22,残り
2667,2799,24.19,まくる
2668,2800,24.18,徹底
2669,2801,24.17,穴
2670,2802,24.17,収録
2671,2803,24.16,板
2672,2804,24.15,退職
2673,2805,24.13,寄せる
2674,2806,24.13,張る
2675,2807,24.12,入学
2676,2808,24.12,週末
2677,2809,24.12,殺人
2678,2810,24.12,代理
2679,2811,24.1,演出
2680,2812,24.1,かる
2681,2813,24.09,掃除
2682,2814,24.08,葉
2683,2815,24.08,ショー
2684,2816,24.06,公表
2685,2817,24.05,インストール
2686,2818,24.02,育成
2687,2820,24.02,実績
2688,2821,24.02,だけど
2689,2822,24.01,伺い
2690,2823,24.0,昼
2691,2824,23.99,使い方
2692,2825,23.96,頼る
2693,2826,23.95,パー
2694,2827,23.95,もはや
2695,2828,23.93,掛ける
2696,2829,23.92,源
2697,2830,23.91,店舗
2698,2831,23.91,大型
2699,2832,23.91,キリスト教
2700,2833,23.9,ハイ
2701,2834,23.89,載せる
2702,2835,23.89,風呂
2703,2836,23.89,生み出す
2704,2837,23.88,どっち
2705,2838,23.88,申し訳
2706,2839,23.87,安
2707,2840,23.86,ふと
2708,2841,23.84,回転
2709,2842,23.83,マイナス
2710,2843,23.82,チケット
2711,2844,23.81,犠牲
2712,2845,23.81,暴力
2713,2846,23.8,青
2714,2847,23.8,細胞
2715,2848,23.8,ことば
2716,2849,23.78,ステージ
2717,2850,23.78,はる
2718,2851,23.77,そる
2719,2852,23.77,ガイド
2720,2853,23.72,稼ぐ
2721,2854,23.7,広げる
2722,2855,23.69,バイク
2723,2856,23.69,知事
2724,2857,23.68,勧め
2725,2858,23.67,起業
2726,2859,23.67,ロボット
2727,2860,23.65,戦闘
2728,2861,23.64,とこ
2729,2862,23.64,たった
2730,2863,23.63,１０月
2731,2864,23.59,聖書
2732,2865,23.59,しいる
2733,2866,23.58,一気に
2734,2867,23.57,移行
2735,2868,23.55,はじめて
2736,2869,23.55,正
2737,2870,23.55,生かす
2738,2871,23.54,成績
2739,2872,23.53,通す
2740,2873,23.51,お茶
2741,2874,23.51,保つ
2742,2875,23.49,同じく
2743,2876,23.49,勝負
2744,2877,23.48,翌日
2745,2878,23.47,票
2746,2879,23.46,直後
2747,2880,23.45,左右
2748,2881,23.44,やがて
2749,2882,23.42,決勝
2750,2883,23.42,所属
2751,2884,23.41,演じる
2752,2885,23.4,恥ずかしい
2753,2886,23.4,キャラ
2754,2887,23.4,面倒
2755,2888,23.4,奪う
2756,2889,23.38,測定
2757,2890,23.37,千葉
2758,2891,23.34,ブック
2759,2892,23.34,ダイエット
2760,2893,23.33,提示
2761,2894,23.33,救う
2762,2895,23.32,弾
2763,2896,23.31,リング
2764,2897,23.3,材
2765,2898,23.27,府
2766,2899,23.25,あんまり
2767,2900,23.25,帯
2768,2901,23.23,たまたま
2769,2902,23.22,ベッド
2770,2903,23.2,基盤
2771,2904,23.16,ものすごい
2772,2905,23.16,見学
2773,2906,23.16,応募
2774,2907,23.15,ファ
2775,2908,23.14,枠
2776,2909,23.12,厚生
2777,2911,23.11,配置
2778,2912,23.11,道具
2779,2914,23.1,刑事
2780,2915,23.09,勢い
2781,2917,23.08,戻す
2782,2918,23.08,対立
2783,2919,23.08,散歩
2784,2920,23.08,とれる
2785,2921,23.06,症状
2786,2922,23.06,入院
2787,2923,23.05,教員
2788,2924,23.04,キーワード
2789,2925,23.01,中学
2790,2926,22.97,表面
2791,2927,22.97,情勢
2792,2928,22.97,広島
2793,2929,22.96,列
2794,2930,22.95,腹
2795,2931,22.93,玉
2796,2932,22.89,レビュー
2797,2933,22.88,学会
2798,2934,22.87,ニーズ
2799,2935,22.87,シンプル
2800,2936,22.87,総会
2801,2937,22.86,それに
2802,2938,22.86,うえ
2803,2939,22.86,通
2804,2940,22.86,銘柄
2805,2941,22.85,数学
2806,2942,22.84,土曜日
2807,2943,22.82,民
2808,2944,22.82,やら
2809,2945,22.82,承認
2810,2946,22.81,なんとなく
2811,2947,22.8,下記
2812,2948,22.8,侵害
2813,2949,22.8,増
2814,2950,22.8,受賞
2815,2951,22.8,痛み
2816,2952,22.79,赤字
2817,2953,22.79,公
2818,2954,22.78,見かける
2819,2955,22.77,腰
2820,2956,22.76,お世話
2821,2957,22.76,にかけて
2822,2958,22.74,次々
2823,2959,22.72,加工
2824,2960,22.72,中村
2825,2961,22.71,書店
2826,2962,22.7,こる
2827,2963,22.69,緩和
2828,2964,22.68,マイ
2829,2965,22.67,眠る
2830,2966,22.66,ジャンル
2831,2967,22.65,プラン
2832,2968,22.65,お気に入り
2833,2969,22.64,本当は
2834,2970,22.63,個性
2835,2971,22.62,作戦
2836,2972,22.6,指揮
2837,2973,22.6,技
2838,2974,22.6,たまに
2839,2975,22.58,たま
2840,2976,22.57,誤解
2841,2977,22.57,偶然
2842,2978,22.57,群
2843,2979,22.54,少々
2844,2980,22.53,しく
2845,2981,22.52,高まる
2846,2982,22.52,ショック
2847,2983,22.48,かう
2848,2984,22.45,確信
2849,2985,22.44,祈る
2850,2986,22.43,意志
2851,2987,22.42,ほる
2852,2988,22.42,捉える
2853,2989,22.4,知
2854,2990,22.4,シート
2855,2991,22.39,休む
2856,2992,22.37,高校生
2857,2993,22.35,きれる
2858,2994,22.34,１２月
2859,2995,22.34,パス
2860,2996,22.33,ログ
2861,2997,22.29,カフェ
2862,2998,22.27,暮らし
2863,2999,22.27,勇気
2864,3001,22.25,カテゴリー
2865,3002,22.25,売買
2866,3003,22.24,公演
2867,3004,22.24,画
2868,3005,22.19,制御
2869,3006,22.18,食べ物
2870,3007,22.18,尋ねる
2871,3008,22.17,にて
2872,3009,22.15,キリスト
2873,3010,22.14,レッスン
2874,3011,22.13,法則
2875,3012,22.12,作者
2876,3013,22.12,メリット
2877,3014,22.09,文句
2878,3015,22.08,馬鹿
2879,3016,22.08,生まれ
2880,3017,22.08,失礼
2881,3018,22.05,博物館
2882,3019,22.03,神社
2883,3020,22.03,予防
2884,3021,22.03,正当
2885,3022,22.02,データベース
2886,3023,22.02,レス
2887,3024,22.01,うん
2888,3025,22.01,実家
2889,3026,21.99,活性
2890,3027,21.99,受信
2891,3028,21.98,山本
2892,3029,21.97,自主
2893,3030,21.96,アンケート
2894,3031,21.96,確率
2895,3032,21.95,表明
2896,3033,21.94,美術館
2897,3034,21.93,解消
2898,3035,21.92,オフィス
2899,3036,21.92,座
2900,3037,21.91,苦手
2901,3038,21.91,爆発
2902,3039,21.9,欧米
2903,3040,21.9,肌
2904,3041,21.89,信仰
2905,3042,21.88,タイミング
2906,3043,21.88,現行
2907,3044,21.87,降りる
2908,3045,21.86,解放
2909,3046,21.86,カバー
2910,3047,21.75,ペ
2911,3048,21.75,発電
2912,3049,21.73,カット
2913,3050,21.71,デモ
2914,3051,21.7,損害
2915,3052,21.68,小学生
2916,3053,21.68,判る
2917,3054,21.67,取り組み
2918,3055,21.67,満たす
2919,3056,21.66,トレーニング
2920,3057,21.66,アフリカ
2921,3058,21.65,踊る
2922,3059,21.64,悪
2923,3060,21.63,妹
2924,3061,21.63,競馬
2925,3062,21.63,運命
2926,3063,21.6,個々
2927,3064,21.6,噂
2928,3065,21.59,コンピューター
2929,3066,21.59,３つ
2930,3067,21.59,経費
2931,3068,21.59,アル
2932,3069,21.58,招く
2933,3070,21.58,ええ
2934,3071,21.57,本書
2935,3072,21.57,週刊
2936,3073,21.57,建てる
2937,3074,21.55,原
2938,3075,21.55,仕様
2939,3076,21.55,マンガ
2940,3077,21.54,園
2941,3078,21.54,電力
2942,3079,21.52,オフ
2943,3080,21.51,発達
2944,3081,21.51,来
2945,3082,21.49,矛盾
2946,3083,21.48,ハウス
2947,3084,21.48,性能
2948,3085,21.48,立派
2949,3086,21.45,役員
2950,3087,21.45,大いに
2951,3088,21.44,影
2952,3089,21.44,象徴
2953,3090,21.44,性質
2954,3091,21.43,送信
2955,3092,21.43,勝
2956,3093,21.42,わが国
2957,3094,21.4,あえて
2958,3095,21.39,あー
2959,3096,21.39,上手
2960,3097,21.38,圧力
2961,3098,21.37,風邪
2962,3099,21.36,アウト
2963,3100,21.35,スキル
2964,3101,21.33,得意
2965,3102,21.31,温度
2966,3103,21.3,初心者
2967,3104,21.3,一生懸命
2968,3105,21.29,香港
2969,3106,21.28,急ぐ
2970,3107,21.28,必死
2971,3108,21.27,ラーメン
2972,3109,21.27,わざわざ
2973,3110,21.25,そうすると
2974,3111,21.24,ゴミ
2975,3112,21.24,ギター
2976,3113,21.24,だける
2977,3114,21.24,具合
2978,3115,21.23,橋
2979,3116,21.2,神経
2980,3117,21.2,作用
2981,3118,21.19,いわば
2982,3119,21.18,庭
2983,3120,21.18,本物
2984,3121,21.17,過ぎ
2985,3122,21.16,意義
2986,3123,21.14,抑える
2987,3124,21.14,新宿
2988,3125,21.12,ライフ
2989,3126,21.12,延長
2990,3127,21.11,観客
2991,3129,21.05,深刻
2992,3131,21.05,ファンド
2993,3132,21.04,恐ろしい
2994,3133,21.03,路線
2995,3134,21.03,又
2996,3135,21.02,マシン
2997,3136,21.02,武器
2998,3137,21.0,取締役
2999,3138,21.0,ほんの
3000,3139,20.99,方面
3001,3140,20.98,盛り上がる
3002,3141,20.97,自立
3003,3142,20.97,荷物
3004,3143,20.97,録
3005,3144,20.97,ローン
3006,3145,20.95,直前
3007,3146,20.94,見直し
3008,3147,20.92,既存
3009,3148,20.92,部品
3010,3149,20.9,アイデア
3011,3150,20.9,モン
3012,3151,20.89,かな
3013,3152,20.89,負う
3014,3153,20.88,ゆう
3015,3154,20.88,幹部
3016,3155,20.88,相変わらず
3017,3156,20.87,殆ど
3018,3157,20.87,本気
3019,3158,20.86,最適
3020,3159,20.84,きく
3021,3160,20.84,１１月
3022,3161,20.84,地下
3023,3162,20.84,慎重
3024,3163,20.83,アート
3025,3164,20.82,悩み
3026,3165,20.8,ずいぶん
3027,3166,20.8,もしか
3028,3167,20.79,学問
3029,3168,20.78,髪
3030,3169,20.78,見通し
3031,3170,20.78,導く
3032,3171,20.77,伸ばす
3033,3172,20.76,マニュアル
3034,3173,20.76,進出
3035,3174,20.76,劇
3036,3175,20.76,為替
3037,3176,20.75,久々
3038,3177,20.75,エリア
3039,3178,20.74,丁寧
3040,3179,20.74,総裁
3041,3180,20.73,視聴
3042,3181,20.73,あがる
3043,3182,20.73,我が
3044,3183,20.71,かた
3045,3184,20.7,産
3046,3185,20.7,かしら
3047,3186,20.69,袋
3048,3187,20.69,歯
3049,3188,20.69,格差
3050,3189,20.67,区別
3051,3190,20.65,カレー
3052,3191,20.65,支払い
3053,3192,20.65,塩
3054,3193,20.64,休日
3055,3194,20.64,当社
3056,3195,20.63,解析
3057,3196,20.62,課
3058,3197,20.61,投げる
3059,3198,20.61,上司
3060,3199,20.59,耐える
3061,3200,20.59,民営
3062,3201,20.59,法的
3063,3202,20.58,呂
3064,3203,20.58,周年
3065,3204,20.57,よー
3066,3205,20.55,従って
3067,3206,20.53,医
3068,3207,20.52,吹く
3069,3208,20.52,しばしば
3070,3209,20.52,兄弟
3071,3210,20.51,だいたい
3072,3211,20.51,競技
3073,3212,20.51,辺り
3074,3213,20.48,弾く
3075,3214,20.48,当事者
3076,3215,20.48,素直
3077,3216,20.44,決算
3078,3217,20.44,スクール
3079,3218,20.44,あたる
3080,3219,20.43,はるか
3081,3220,20.41,すむ
3082,3221,20.4,アーティスト
3083,3222,20.4,大衆
3084,3223,20.4,回す
3085,3224,20.39,人事
3086,3225,20.39,勢力
3087,3226,20.39,キャンペーン
3088,3227,20.39,不正
3089,3228,20.37,議長
3090,3229,20.37,報酬
3091,3230,20.37,マーケット
3092,3231,20.35,便
3093,3232,20.32,応用
3094,3233,20.32,振興
3095,3234,20.31,ソ連
3096,3235,20.31,だんだん
3097,3236,20.3,変換
3098,3237,20.29,減らす
3099,3238,20.29,連邦
3100,3239,20.29,衝撃
3101,3240,20.29,レコード
3102,3241,20.29,今朝
3103,3242,20.26,権限
3104,3243,20.26,充分
3105,3244,20.24,きわめて
3106,3245,20.23,動向
3107,3246,20.22,丸
3108,3247,20.2,ノウハウ
3109,3248,20.2,まい
3110,3249,20.19,あくまで
3111,3250,20.17,怒り
3112,3251,20.17,掲げる
3113,3252,20.17,さる
3114,3253,20.16,療法
3115,3254,20.15,搭載
3116,3255,20.15,収益
3117,3256,20.15,それだけ
3118,3257,20.15,どんなに
3119,3258,20.14,人数
3120,3259,20.14,縁
3121,3260,20.14,ほんとう
3122,3261,20.13,政党
3123,3262,20.13,違法
3124,3263,20.12,スケジュール
3125,3264,20.12,とくに
3126,3265,20.09,寂しい
3127,3266,20.09,来週
